0.	30.191
0.0002	29.994
0.0004	29.797
0.0006	29.008
0.0008	28.417
0.001	26.643
0.0012	25.854
0.0014	25.657
0.0016	26.051
0.0018	26.245
0.002	22.894
0.0022	22.7
0.0024	22.5
0.0026	23.683
0.0028	27.04
0.003	30.385
0.0032	32.753
0.0034	33.736
0.0036	29.011
0.0038	29.402
0.004	29.599
0.0042	29.402
0.0044	29.8
0.0046	29.599
0.0048	29.205
0.005	28.417
0.0052	27.431
0.0054	25.654
0.0056	25.46
0.0058	25.854
0.006	26.051
0.0062	24.869
0.0064	22.503
0.0066	22.9
0.0068	23.094
0.007	25.854
0.0072	29.596
0.0074	33.345
0.0076	34.33
0.0078	30.388
0.008	29.008
0.0082	29.005
0.0084	29.402
0.0086	29.797
0.0088	29.402
0.009	29.008
0.0092	28.22
0.0094	26.84
0.0096	25.657
0.0098	25.069
0.01	24.668
0.0102	26.248
0.0104	26.248
0.0106	23.686
0.0108	23.489
0.011	22.7
0.0112	24.28
0.0114	27.234
0.0116	31.574
0.0118	34.133
0.012	34.527
0.0122	29.008
0.0124	28.811
0.0126	29.008
0.0128	29.405
0.013	29.205
0.0132	29.011
0.0134	28.811
0.0136	28.022
0.0138	26.449
0.014	24.865
0.0142	25.263
0.0144	25.854
0.0146	26.84
0.0148	25.066
0.015	23.489
0.0152	22.306
0.0154	21.514
0.0156	23.883
0.0158	28.22
0.016	32.753
0.0162	34.133
0.0164	29.208
0.0166	28.22
0.0168	27.825
0.017	28.022
0.0172	28.417
0.0174	28.811
0.0176	28.417
0.0178	27.825
0.018	26.446
0.0182	25.066
0.0184	24.671
0.0186	24.869
0.0188	26.446
0.019	26.248
0.0192	24.277
0.0194	23.489
0.0196	22.506
0.0198	23.683
0.02	27.825
0.0202	32.162
0.0204	33.742
0.0206	31.965
0.0208	28.022
0.021	27.825
0.0212	27.431
0.0214	27.825
0.0216	27.825
0.0218	28.217
0.022	28.22
0.0222	28.417
0.0224	26.643
0.0226	24.869
0.0228	24.474
0.023	25.066
0.0232	26.248
0.0234	24.474
0.0236	23.094
0.0238	22.503
0.024	22.109
0.0242	23.486
0.0244	27.234
0.0246	32.556
0.0248	32.95
0.025	29.994
0.0252	27.037
0.0254	27.037
0.0256	27.234
0.0258	27.822
0.026	27.825
0.0262	28.22
0.0264	28.417
0.0266	27.431
0.0268	25.46
0.027	24.08
0.0272	23.686
0.0274	24.869
0.0276	25.854
0.0278	23.094
0.028	22.897
0.0282	22.109
0.0284	22.106
0.0286	25.263
0.0288	29.997
0.029	32.556
0.0292	32.753
0.0294	28.22
0.0296	28.217
0.0298	27.825
0.03	27.431
0.0302	28.22
0.0304	28.414
0.0306	28.811
0.0308	28.617
0.031	26.837
0.0312	24.671
0.0314	23.489
0.0316	23.883
0.0318	24.869
0.032	23.689
0.0322	22.7
0.0324	22.503
0.0326	22.109
0.0328	24.08
0.033	27.825
0.0332	31.771
0.0334	32.95
0.0336	28.022
0.0338	27.825
0.034	27.431
0.0342	27.431
0.0344	27.431
0.0346	27.825
0.0348	28.022
0.035	28.22
0.0352	27.034
0.0354	24.474
0.0356	24.08
0.0358	23.489
0.036	24.474
0.0362	24.671
0.0364	22.503
0.0366	22.697
0.0368	22.503
0.037	23.886
0.0372	27.431
0.0374	31.771
0.0376	32.95
0.0378	31.374
0.038	28.811
0.0382	29.008
0.0384	28.417
0.0386	27.434
0.0388	27.431
0.039	28.022
0.0392	28.22
0.0394	27.234
0.0396	25.854
0.0398	24.277
0.04	23.295
0.0402	23.492
0.0404	24.277
0.0406	22.306
0.0408	22.7
0.041	22.7
0.0412	22.7
0.0414	25.657
0.0416	29.402
0.0418	32.359
0.042	33.148
0.0422	28.611
0.0424	29.008
0.0426	28.614
0.0428	28.223
0.043	27.628
0.0432	27.825
0.0434	28.019
0.0436	28.026
0.0438	26.643
0.044	24.865
0.0442	24.08
0.0444	24.277
0.0446	25.46
0.0448	24.277
0.045	23.686
0.0452	23.686
0.0454	23.689
0.0456	25.463
0.0458	28.22
0.046	32.359
0.0462	33.936
0.0464	31.176
0.0466	29.008
0.0468	29.008
0.047	28.022
0.0472	27.431
0.0474	27.037
0.0476	27.825
0.0478	27.825
0.048	27.234
0.0482	26.051
0.0484	24.671
0.0486	23.689
0.0488	24.277
0.049	25.854
0.0492	23.292
0.0494	23.883
0.0496	23.292
0.0498	24.08
0.05	27.034
0.0502	30.188
0.0504	32.359
0.0506	32.556
0.0508	28.417
0.051	28.417
0.0512	28.22
0.0514	27.431
0.0516	26.843
0.0518	27.037
0.052	27.234
0.0522	27.037
0.0524	26.245
0.0526	24.474
0.0528	24.671
0.053	24.671
0.0532	25.263
0.0534	23.883
0.0536	23.094
0.0538	23.489
0.054	23.489
0.0542	25.854
0.0544	29.008
0.0546	32.359
0.0548	33.739
0.055	28.42
0.0552	28.614
0.0554	28.22
0.0556	28.022
0.0558	27.628
0.056	27.822
0.0562	28.22
0.0564	28.414
0.0566	27.628
0.0568	26.446
0.057	26.051
0.0572	25.263
0.0574	25.657
0.0576	25.066
0.0578	22.503
0.058	23.094
0.0582	22.703
0.0584	24.277
0.0586	27.628
0.0588	31.374
0.059	32.556
0.0592	30.191
0.0594	28.026
0.0596	28.811
0.0598	29.011
0.06	28.611
0.0602	28.614
0.0604	28.417
0.0606	28.811
0.0608	28.22
0.061	27.234
0.0612	26.643
0.0614	26.051
0.0616	26.643
0.0618	26.84
0.062	24.08
0.0622	23.686
0.0624	24.077
0.0626	26.051
0.0628	27.231
0.063	29.793
0.0632	32.362
0.0634	33.545
0.0636	29.405
0.0638	29.797
0.064	30.194
0.0642	30.191
0.0644	29.797
0.0646	29.402
0.0648	29.205
0.065	29.205
