0.	274.98
0.0002	278.82
0.0004	278.82
0.0006	280.76
0.0008	274.92
0.001	259.45
0.0012	230.39
0.0014	201.33
0.0016	178.08
0.0018	166.43
0.002	149.02
0.0022	119.99
0.0024	96.716
0.0026	71.501
0.0028	73.499
0.003	114.15
0.0032	179.99
0.0034	251.73
0.0036	278.82
0.0038	278.85
0.004	278.82
0.0042	280.76
0.0044	276.88
0.0046	278.82
0.0048	278.82
0.005	276.88
0.0052	267.2
0.0054	242.01
0.0056	212.95
0.0058	185.83
0.006	170.33
0.0062	160.65
0.0064	131.56
0.0066	100.59
0.0068	79.28
0.007	69.594
0.0072	90.904
0.0074	154.83
0.0076	228.45
0.0078	276.91
0.008	278.85
0.0082	276.88
0.0084	274.95
0.0086	276.88
0.0088	276.88
0.009	278.82
0.0092	276.88
0.0094	273.01
0.0096	251.7
0.0098	222.64
0.01	193.58
0.0102	170.3
0.0104	164.52
0.0106	139.31
0.0108	112.21
0.011	85.092
0.0112	69.594
0.0114	73.468
0.0116	110.31
0.0118	181.99
0.012	255.57
0.0122	276.88
0.0124	276.85
0.0126	276.88
0.0128	276.88
0.013	278.82
0.0132	278.82
0.0134	276.88
0.0136	276.88
0.0138	265.26
0.014	240.1
0.0142	212.92
0.0144	181.99
0.0146	166.46
0.0148	156.74
0.015	129.65
0.0152	102.53
0.0154	79.28
0.0156	69.594
0.0158	90.904
0.016	156.8
0.0162	232.33
0.0164	276.85
0.0166	274.95
0.0168	276.88
0.017	274.95
0.0172	278.79
0.0174	276.88
0.0176	278.85
0.0178	276.88
0.018	271.07
0.0182	251.7
0.0184	222.64
0.0186	191.64
0.0188	170.33
0.019	162.58
0.0192	139.34
0.0194	110.28
0.0196	85.092
0.0198	67.626
0.02	79.28
0.0202	131.62
0.0204	203.27
0.0206	269.16
0.0208	278.85
0.021	278.82
0.0212	278.82
0.0214	278.82
0.0216	278.82
0.0218	278.82
0.022	278.82
0.0222	274.95
0.0224	265.26
0.0226	240.07
0.0228	209.08
0.023	181.96
0.0232	166.46
0.0234	156.77
0.0236	129.65
0.0238	106.4
0.024	81.217
0.0242	67.626
0.0244	83.155
0.0246	141.27
0.0248	216.83
0.025	274.95
0.0252	276.88
0.0254	278.82
0.0256	278.85
0.0258	278.82
0.026	280.76
0.0262	276.91
0.0264	278.82
0.0266	276.91
0.0268	257.51
0.027	228.45
0.0272	197.45
0.0274	174.21
0.0276	166.43
0.0278	149.02
0.028	121.9
0.0282	96.746
0.0284	75.375
0.0286	73.468
0.0288	118.03
0.029	189.71
0.0292	261.38
0.0294	278.82
0.0296	274.98
0.0298	276.88
0.03	280.76
0.0302	278.82
0.0304	278.82
0.0306	274.95
0.0308	276.88
0.031	265.26
0.0312	238.14
0.0314	207.14
0.0316	180.02
0.0318	166.46
0.032	156.77
0.0322	129.65
0.0324	104.46
0.0326	79.28
0.0328	69.594
0.033	96.716
0.0332	164.55
0.0334	240.07
0.0336	278.82
0.0338	276.85
0.034	278.82
0.0342	276.88
0.0344	276.88
0.0346	278.82
0.0348	276.91
0.035	276.88
0.0352	271.07
0.0354	249.76
0.0356	218.76
0.0358	185.83
0.036	170.33
0.0362	164.52
0.0364	137.4
0.0366	112.18
0.0368	87.029
0.037	69.594
0.0372	83.185
0.0374	139.34
0.0376	211.02
0.0378	271.07
0.038	274.95
0.0382	276.88
0.0384	278.82
0.0386	278.82
0.0388	276.91
0.039	276.88
0.0392	276.88
0.0394	274.95
0.0396	259.45
0.0398	230.39
0.04	197.45
0.0402	174.18
0.0404	164.52
0.0406	147.08
0.0408	121.9
0.041	100.59
0.0412	75.406
0.0414	73.468
0.0416	116.09
0.0418	185.83
0.042	257.51
0.0422	278.82
0.0424	274.98
0.0426	278.82
0.0428	276.91
0.043	276.85
0.0432	276.88
0.0434	276.91
0.0436	276.88
0.0438	265.26
0.044	240.07
0.0442	209.08
0.0444	180.02
0.0446	168.36
0.0448	154.83
0.045	127.74
0.0452	98.653
0.0454	75.406
0.0456	67.687
0.0458	87.029
0.046	141.27
0.0462	214.89
0.0464	272.98
0.0466	280.76
0.0468	276.88
0.047	278.85
0.0472	276.88
0.0474	278.82
0.0476	278.82
0.0478	280.76
0.048	273.01
0.0482	257.51
0.0484	228.48
0.0486	197.45
0.0488	174.21
0.049	166.46
0.0492	145.12
0.0494	118.03
0.0496	94.778
0.0498	71.531
0.05	75.406
0.0502	119.93
0.0504	189.67
0.0506	259.45
0.0508	278.82
0.051	276.88
0.0512	278.82
0.0514	278.85
0.0516	276.88
0.0518	276.88
0.052	278.82
0.0522	276.85
0.0524	265.29
0.0526	238.14
0.0528	207.11
0.053	181.96
0.0532	168.4
0.0534	156.77
0.0536	125.74
0.0538	102.53
0.054	79.28
0.0542	69.594
0.0544	96.716
0.0546	162.55
0.0548	236.2
0.055	276.88
0.0552	278.79
0.0554	278.82
0.0556	276.91
0.0558	276.88
0.056	278.82
0.0562	278.82
0.0564	278.82
0.0566	271.07
0.0568	247.82
0.057	218.79
0.0572	187.77
0.0574	174.21
0.0576	162.58
0.0578	137.4
0.058	110.28
0.0582	85.092
0.0584	69.594
0.0586	83.155
0.0588	135.46
0.059	210.98
0.0592	271.07
0.0594	276.88
0.0596	278.79
0.0598	278.82
0.06	278.82
0.0602	278.82
0.0604	278.79
0.0606	278.82
0.0608	274.92
0.061	257.51
0.0612	228.45
0.0614	201.33
0.0616	174.21
0.0618	166.46
0.062	147.05
0.0622	114.15
0.0624	87.029
0.0626	69.594
0.0628	71.531
0.063	100.59
0.0632	166.43
0.0634	240.07
0.0636	278.82
0.0638	276.85
0.064	278.82
0.0642	276.88
0.0644	276.85
0.0646	276.88
0.0648	276.85
0.065	278.82
0.0652	271.07
0.0654	245.86
0.0656	216.83
0.0658	187.77
0.066	170.36
0.0662	162.58
0.0664	133.49
0.0666	102.53
0.0668	77.343
0.067	65.689
0.0672	85.092
0.0674	139.37
0.0676	212.95
0.0678	273.01
0.068	278.82
0.0682	276.91
0.0684	274.95
0.0686	278.79
0.0688	276.88
0.069	278.82
0.0692	276.85
0.0694	273.01
0.0696	255.57
0.0698	228.45
0.07	197.45
0.0702	174.21
0.0704	164.52
0.0706	147.12
0.0708	118.03
0.071	92.841
0.0712	71.531
0.0714	77.373
0.0716	116.06
0.0718	187.77
0.072	261.38
0.0722	278.82
0.0724	274.95
0.0726	276.91
0.0728	274.95
0.073	276.88
0.0732	280.76
0.0734	280.79
0.0736	276.88
